date,covered_holdings,requested_holdings,mom_12_1,mom_6_1,rev_1m,beta_spy_252,vol_63,liq_dollarvol_21
2025-09-22,4,4,0.2530888034599184,0.47516701602385714,0.17053072046461892,0.3788070461381868,-0.5913516452008211,0.4567157282263353
2025-09-23,4,4,0.21065964155785266,0.4090527969009049,0.13798831696210193,0.3766318255980306,-0.5773862360507356,0.45393928628412866
2025-09-24,4,4,0.2084005305828664,0.379265716422555,0.15575388535507187,0.3761133697489546,-0.5911938620204864,0.44750925775518385
2025-09-25,4,4,0.23522608149617064,0.3888450697939041,0.123058642412025,0.3746279787617086,-0.5818137846436421,0.4376929536195483
2025-09-26,4,4,0.22826102092449457,0.4248541694071845,0.14174618171619738,0.37489505429412234,-0.5736695140504205,0.43807098817360196
2025-09-29,4,4,0.2241902585897911,0.4072809518744953,0.0635889711262991,0.37541432359232724,-0.5808628574332062,0.4362436433497791
2025-09-30,4,4,0.18583097403175824,0.39078297947552476,-0.17061869264338808,0.3762076068929999,-0.5908940638796671,0.43503029280203354
2025-10-01,4,4,0.17884033446513192,0.380202642164809,-0.19515703164270143,0.3762403485659705,-0.6063997499475879,0.4362268894182024
2025-10-02,4,4,0.1735674466395132,0.3773927477378286,-0.17286075069045947,0.3755530121410634,-0.6073888778095089,0.44708529974482025
2025-10-03,4,4,0.1633599773571792,0.34909677319627264,-0.2229117530322527,0.3671162789024597,-0.619618586497946,0.44939992518936417
2025-10-06,4,4,0.15697070583812484,0.3042921489924672,-0.38312131436139646,0.36692517287784626,-0.5943350396898128,0.440095273539936
2025-10-07,4,4,0.14907237449093208,0.29749310288961317,-0.4028295370357527,0.3668185102400467,-0.5998447233128039,0.4449231879908674
2025-10-08,4,4,0.11784768418550023,0.28041955571683397,-0.7143952950670347,0.3681334429246836,-0.5980751961546794,0.45412571607676333
2025-10-09,4,4,0.11869028337055132,0.3161704056922176,-0.7866995517654769,0.370937838320395,-0.5960389340432174,0.45421495803428036
2025-10-10,4,4,0.11612103485289821,0.36730004316693743,-0.8705023900902773,0.3617704453335471,-0.5796360067624088,0.4517736539835967
2025-10-13,4,4,0.1435328846394949,0.3831714926036207,-0.6869140295672866,0.35669794249601444,-0.5980473720221734,0.45243128804860844
2025-10-14,4,4,0.0882799464820904,0.33608120357985627,-0.5772798994353578,0.35640997190669693,-0.5791870704480273,0.46773224741994923
2025-10-15,4,4,0.08671205388420059,0.29627511729141637,-0.5513905151414018,0.3563564814488027,-0.5863961471214616,0.4664968702779272
2025-10-16,4,4,0.102109786391746,0.282416508816708,-0.5201804102883771,0.3556167907856274,-0.5562201475499786,0.4703911646398061
2025-10-17,4,4,0.1423087011549981,0.28142804573898245,-0.46843237373937385,0.3598016952175944,-0.5495645734933354,0.4738456384183378
2025-10-20,4,4,0.18647482125376236,0.3246014585573051,-0.3331056862615318,0.36081609362768996,-0.5380041364991335,0.4608657056934098
2025-10-21,4,4,0.2549831356650518,0.3819006407518729,-0.021511806483392293,0.3610072614272662,-0.5486011672669127,0.44794953128781567
2025-10-22,4,4,0.2351331152684593,0.4106414656061156,-0.0994436817814024,0.361155772160426,-0.5529328225155956,0.4512564943618055
2025-10-23,4,4,0.259265344949996,0.42900367412281576,-0.1259291368321604,0.360578814033516,-0.5563281137905406,0.4536091054638298
2025-10-24,4,4,0.2998431630810816,0.4343137778634459,0.05319302851510754,0.36069192763334756,-0.55642519836355,0.4552754663556152
2025-10-27,4,4,0.29402058281479093,0.4053198957762118,-0.004841244302888126,0.3632216689087002,-0.5501239167764854,0.4506794725175638
2025-10-28,4,4,0.29886945799946096,0.39238347826566244,-0.10523576201946078,0.3638362757819281,-0.5287039113180394,0.45120042941479865
2025-10-29,4,4,0.3252508820070667,0.40756783105545813,0.04844117213217586,0.36366852213946044,-0.41916400508606166,0.447128836572546
